Alert_ID,Tourist_ID,Restricted_Area,Entry_Time,Exit_Time,Alert_Status
668,427,Border Zone,2025-01-28 19:00:00,2025-01-28 20:00:00,Triggered
669,711,Cliff Area,2025-01-28 20:00:00,2025-01-28 21:00:00,Triggered
670,943,Construction Site,2025-01-28 21:00:00,2025-01-28 22:00:00,Triggered
671,631,Border Zone,2025-01-28 22:00:00,2025-01-28 23:00:00,Triggered
672,857,Border Zone,2025-01-28 23:00:00,2025-01-29 00:00:00,Resolved
673,111,Cliff Area,2025-01-29 00:00:00,2025-01-29 01:00:00,Resolved
674,929,Construction Site,2025-01-29 01:00:00,2025-01-29 02:00:00,Triggered
675,911,Cliff Area,2025-01-29 02:00:00,2025-01-29 03:00:00,Triggered
676,393,Cliff Area,2025-01-29 03:00:00,2025-01-29 04:00:00,Triggered
677,720,Border Zone,2025-01-29 04:00:00,2025-01-29 05:00:00,Resolved
678,973,Construction Site,2025-01-29 05:00:00,2025-01-29 06:00:00,Triggered
679,737,Cliff Area,2025-01-29 06:00:00,2025-01-29 07:00:00,Triggered
680,492,Construction Site,2025-01-29 07:00:00,2025-01-29 08:00:00,Triggered
681,953,Border Zone,2025-01-29 08:00:00,2025-01-29 09:00:00,Resolved
682,222,Unsafe Market,2025-01-29 09:00:00,2025-01-29 10:00:00,Triggered
683,72,Unsafe Market,2025-01-29 10:00:00,2025-01-29 11:00:00,Triggered
684,847,Construction Site,2025-01-29 11:00:00,2025-01-29 12:00:00,Resolved
685,707,Construction Site,2025-01-29 12:00:00,2025-01-29 13:00:00,Triggered
686,358,Construction Site,2025-01-29 13:00:00,2025-01-29 14:00:00,Triggered
687,216,Border Zone,2025-01-29 14:00:00,2025-01-29 15:00:00,Resolved
688,154,Cliff Area,2025-01-29 15:00:00,2025-01-29 16:00:00,Triggered
689,690,Construction Site,2025-01-29 16:00:00,2025-01-29 17:00:00,Triggered
690,819,Border Zone,2025-01-29 17:00:00,2025-01-29 18:00:00,Resolved
691,794,Border Zone,2025-01-29 18:00:00,2025-01-29 19:00:00,Resolved
692,507,Construction Site,2025-01-29 19:00:00,2025-01-29 20:00:00,Triggered
693,987,Cliff Area,2025-01-29 20:00:00,2025-01-29 21:00:00,Resolved
694,165,Border Zone,2025-01-29 21:00:00,2025-01-29 22:00:00,Triggered
695,605,Border Zone,2025-01-29 22:00:00,2025-01-29 23:00:00,Triggered
696,372,Unsafe Market,2025-01-29 23:00:00,2025-01-30 00:00:00,Triggered
697,444,Unsafe Market,2025-01-30 00:00:00,2025-01-30 01:00:00,Resolved
698,596,Construction Site,2025-01-30 01:00:00,2025-01-30 02:00:00,Resolved
699,657,Cliff Area,2025-01-30 02:00:00,2025-01-30 03:00:00,Resolved
700,16,Border Zone,2025-01-30 03:00:00,2025-01-30 04:00:00,Resolved
