Tourist_ID,Timestamp,Heart_Rate,Body_Temp_C,Steps,SOS_Button
T0138,2025-09-02 19:10:45,100,37.0,8685,0
T0138,2025-09-07 20:13:14,73,36.3,11208,0
T0138,2025-09-07 22:24:45,70,36.8,8780,0
T0138,2025-09-02 15:00:25,86,38.3,6131,1
T0138,2025-09-03 03:58:02,116,36.5,12736,0
T0017,2025-09-05 07:40:30,114,38.6,13309,0
T0017,2025-09-04 02:41:32,107,36.0,4244,0
T0017,2025-09-02 07:02:41,120,38.7,10730,0
T0017,2025-09-05 09:45:43,102,38.1,8207,1
T0017,2025-09-02 23:58:17,109,36.9,2987,1
T0017,2025-09-06 16:38:34,107,36.0,5227,0
T0017,2025-09-04 08:38:33,83,39.0,6531,0
T0017,2025-09-06 04:39:57,83,37.3,3466,0
T0017,2025-09-07 06:15:33,80,36.4,2171,0
T0017,2025-09-06 16:38:33,66,38.8,9653,0
T0017,2025-09-06 20:32:57,98,38.3,13479,0
T0017,2025-09-07 08:24:20,88,36.5,7387,0
T0017,2025-09-06 13:17:08,81,38.5,1256,1
T0017,2025-09-06 15:46:22,94,36.3,11910,0
T0017,2025-09-06 15:30:36,88,36.3,10478,0
T0017,2025-09-03 18:53:48,86,36.2,9004,0
T0017,2025-09-01 22:57:40,120,36.2,11225,1
T0017,2025-09-07 13:33:51,80,36.9,10590,0
T0017,2025-09-02 02:12:30,60,37.4,6076,1
T0017,2025-09-01 21:10:15,86,38.9,13782,0
T0120,2025-09-02 19:49:19,70,38.8,2437,1
T0120,2025-09-04 20:59:38,108,38.2,8778,1
T0120,2025-09-06 10:40:28,72,36.9,3010,0
T0120,2025-09-06 06:13:32,70,37.1,8500,0
T0120,2025-09-04 16:01:30,96,37.4,10580,0
T0120,2025-09-05 18:33:20,106,36.1,11412,0
T0120,2025-09-06 19:50:46,79,38.8,10421,0
T0120,2025-09-07 16:52:29,96,36.5,4799,0
T0120,2025-09-03 11:50:13,97,38.8,9301,0
T0120,2025-09-01 08:05:35,118,37.1,6255,0
T0120,2025-09-06 14:12:32,64,38.8,13162,0
T0120,2025-09-05 15:24:15,69,36.3,12300,0
T0120,2025-09-01 16:43:57,118,37.6,10121,0
T0120,2025-09-05 03:51:16,86,38.7,9052,0
T0120,2025-09-01 14:23:35,85,38.6,4576,0
T0120,2025-09-03 05:09:41,113,36.6,5290,0
T0120,2025-09-04 11:04:13,83,36.5,3608,0
T0120,2025-09-07 19:32:26,89,38.0,8739,1
T0120,2025-09-02 21:13:56,83,36.8,8092,1
T0120,2025-09-07 09:34:28,98,36.8,3598,0
T0018,2025-09-02 03:41:57,112,38.7,4642,0
T0018,2025-09-06 09:25:42,67,37.5,12938,0
T0018,2025-09-01 22:12:09,64,37.4,12019,0
T0018,2025-09-04 22:32:53,107,37.5,9859,0
T0018,2025-09-03 00:33:20,102,37.9,14831,1
T0018,2025-09-05 16:31:41,72,37.4,6018,0
T0018,2025-09-05 07:11:44,119,38.8,7513,0
T0018,2025-09-03 10:17:02,77,36.1,8221,0
T0018,2025-09-02 07:00:39,86,36.8,6890,1
T0018,2025-09-04 04:05:34,78,37.7,8701,1
T0018,2025-09-04 01:46:15,74,37.4,9993,0
T0018,2025-09-01 12:35:55,98,36.6,7863,0
T0018,2025-09-01 04:19:23,104,38.6,14778,0
T0018,2025-09-06 10:20:43,65,36.3,1407,0
T0018,2025-09-04 14:59:55,100,37.4,4524,0
T0018,2025-09-01 06:42:46,103,37.8,10921,0
T0018,2025-09-02 15:02:15,60,36.5,10649,1
T0018,2025-09-07 05:48:41,111,38.1,5786,1
T0018,2025-09-06 04:17:57,71,37.3,6286,1
T0018,2025-09-04 01:59:22,119,37.1,4677,0
T0022,2025-09-02 01:04:32,85,38.3,1825,0
T0022,2025-09-07 03:43:28,80,38.9,4063,0
T0022,2025-09-01 08:13:41,75,36.2,11918,0
T0022,2025-09-01 11:37:33,105,38.2,8835,0
T0022,2025-09-01 08:18:16,120,37.7,2375,0
T0022,2025-09-07 02:23:13,76,38.9,10535,0
T0022,2025-09-06 06:15:59,60,36.7,1873,1
T0022,2025-09-07 03:23:31,73,36.1,13965,0
T0022,2025-09-02 16:03:48,75,37.3,11845,0
T0022,2025-09-06 14:26:37,111,36.2,14623,0
T0022,2025-09-07 00:07:47,113,37.7,7334,0
T0022,2025-09-05 22:01:51,90,38.9,13556,0
T0022,2025-09-07 01:49:46,69,38.9,4273,0
T0022,2025-09-04 19:12:59,67,36.2,2341,1
T0022,2025-09-05 00:57:11,98,38.6,3978,0
T0022,2025-09-01 00:43:58,73,37.0,13043,1
T0022,2025-09-07 18:07:16,77,38.2,1951,1
T0022,2025-09-03 02:24:10,71,37.4,7230,0
T0022,2025-09-07 11:15:14,75,37.0,9375,1
T0022,2025-09-06 06:36:20,80,37.2,5591,0
T0167,2025-09-05 11:32:06,87,36.0,4311,0
T0167,2025-09-05 17:13:33,101,38.6,1238,0
T0167,2025-09-04 20:14:50,98,37.0,9514,0
T0167,2025-09-03 22:31:46,88,36.1,5311,0
T0167,2025-09-03 14:55:31,101,37.2,9847,1
T0167,2025-09-06 01:55:10,67,36.5,8402,1
T0167,2025-09-03 22:49:06,100,38.2,12428,0
T0167,2025-09-03 20:39:27,88,37.5,7838,0
T0167,2025-09-07 01:06:05,76,37.8,10198,0
T0167,2025-09-02 08:33:21,92,36.8,4277,0
T0167,2025-09-06 12:03:21,78,36.9,11814,0
T0167,2025-09-04 02:28:51,110,38.9,2865,0
T0167,2025-09-07 08:59:41,93,38.1,9526,0
T0167,2025-09-02 15:05:43,88,36.5,8080,0
T0167,2025-09-06 01:09:48,115,37.2,13980,0
T0167,2025-09-06 20:12:21,60,38.0,11425,0
T0167,2025-09-06 11:35:52,113,37.8,9324,0
T0167,2025-09-07 19:58:22,111,38.4,6553,0
T0167,2025-09-03 12:30:38,68,37.1,8288,0
T0167,2025-09-03 22:17:31,86,38.6,10138,0
T0135,2025-09-04 13:30:56,85,38.2,4185,0
T0135,2025-09-01 17:18:16,102,38.9,8750,0
T0135,2025-09-02 00:06:44,93,36.1,14073,0
T0135,2025-09-03 00:09:29,117,37.2,12278,0
T0135,2025-09-06 01:38:15,103,36.5,5901,0
T0135,2025-09-06 20:07:33,67,36.9,12021,0
T0135,2025-09-06 13:30:48,75,38.2,12623,0
T0135,2025-09-06 10:23:34,94,37.3,5973,0
T0135,2025-09-07 03:22:28,60,38.5,6561,0
T0135,2025-09-07 18:42:35,75,37.6,1389,0
T0135,2025-09-07 11:05:15,84,36.4,10679,1
T0135,2025-09-06 12:44:29,84,38.8,2656,0
T0135,2025-09-07 04:45:30,86,36.4,4807,0
T0135,2025-09-02 02:13:56,119,37.3,2230,0
T0135,2025-09-01 08:21:16,107,38.6,11055,0
T0135,2025-09-01 12:51:09,70,36.6,12709,0
T0135,2025-09-01 22:45:20,90,38.0,14791,0
T0135,2025-09-07 00:21:12,106,38.5,10007,0
T0135,2025-09-03 09:45:47,87,37.5,5287,0
T0135,2025-09-03 21:24:11,119,38.3,5905,0
T0191,2025-09-01 12:54:05,100,38.7,14087,0
T0191,2025-09-01 20:28:57,68,36.5,1916,0
T0191,2025-09-01 09:57:35,115,37.4,3302,1
T0191,2025-09-05 15:49:17,74,38.0,12420,0
T0191,2025-09-01 01:41:17,65,37.2,14833,0
T0191,2025-09-03 01:19:08,92,36.0,9497,0
T0191,2025-09-04 14:15:27,101,39.0,14550,0
T0191,2025-09-05 06:23:04,97,37.8,4046,1
T0191,2025-09-01 05:51:11,65,37.8,4156,1
T0191,2025-09-07 19:36:24,115,36.9,1557,0
T0191,2025-09-04 12:12:29,102,37.9,5624,0
T0191,2025-09-04 14:18:45,87,37.3,10745,0
T0191,2025-09-01 21:30:23,64,38.0,2134,1
T0191,2025-09-06 16:23:32,115,38.9,9720,0
T0191,2025-09-01 04:23:23,88,37.2,1067,0
T0191,2025-09-03 15:05:10,77,36.1,12013,0
T0191,2025-09-06 09:01:11,118,36.3,4239,0
T0191,2025-09-01 02:10:00,99,36.6,1355,1
T0191,2025-09-03 17:14:15,103,38.9,2879,0
T0191,2025-09-06 07:28:59,88,37.6,12459,1
T0044,2025-09-01 19:48:42,60,38.4,1053,0
T0044,2025-09-03 12:13:37,92,36.0,14662,0
T0044,2025-09-03 15:00:49,64,36.4,10000,0
T0044,2025-09-04 13:09:00,99,36.5,14849,0
T0044,2025-09-07 15:59:17,87,36.0,3026,0
T0044,2025-09-06 02:52:58,75,38.3,9677,1
T0044,2025-09-01 21:51:58,107,37.3,14883,0
T0044,2025-09-02 08:27:48,95,38.5,1389,1
T0044,2025-09-01 22:48:23,62,36.8,4456,1
T0044,2025-09-02 16:12:34,88,36.1,3785,1
T0044,2025-09-03 19:52:53,105,36.9,13236,0
T0044,2025-09-05 21:02:55,71,38.6,8365,0
T0044,2025-09-04 10:39:37,106,37.7,11725,0
T0044,2025-09-04 04:13:02,112,36.0,6797,0
T0044,2025-09-06 15:19:39,82,37.2,5946,0
T0044,2025-09-01 23:39:58,89,37.8,4400,1
T0044,2025-09-04 13:24:11,102,38.5,12488,0
T0044,2025-09-06 14:54:58,112,38.0,3215,0
T0044,2025-09-01 10:11:37,88,36.7,8510,1
T0044,2025-09-04 07:24:42,70,38.1,1996,1
T0151,2025-09-06 17:53:50,99,38.9,6751,0
T0151,2025-09-05 01:24:27,62,39.0,8483,0
T0151,2025-09-04 06:40:36,116,38.2,1690,1
T0151,2025-09-02 05:24:12,66,36.3,8995,0
T0151,2025-09-01 18:43:02,118,38.6,14982,0
T0151,2025-09-07 12:51:14,115,36.9,1745,0
T0151,2025-09-06 08:30:01,118,38.4,1832,1
T0151,2025-09-05 13:32:40,98,37.3,7693,0
T0151,2025-09-04 06:42:09,119,37.0,11129,0
T0151,2025-09-05 02:13:59,82,36.5,13377,0
T0151,2025-09-04 01:21:46,75,38.4,13710,0
T0151,2025-09-03 02:21:34,120,37.6,11965,1
T0151,2025-09-01 05:43:34,115,36.6,3025,0
T0151,2025-09-05 09:33:17,100,36.7,5452,0
T0151,2025-09-02 18:15:33,98,39.0,5753,0
T0151,2025-09-03 05:21:52,98,37.3,7851,0
T0151,2025-09-02 12:53:45,85,38.4,4758,1
T0151,2025-09-03 02:07:23,63,36.3,13140,0
T0151,2025-09-02 22:24:38,113,38.4,12139,1
T0151,2025-09-02 00:16:20,92,37.4,11941,0
T0063,2025-09-06 03:04:31,70,37.4,9225,0
T0063,2025-09-01 13:22:07,116,38.9,5028,0
T0063,2025-09-07 09:47:05,67,36.5,4965,0
T0063,2025-09-07 03:51:56,103,36.1,8137,0
T0063,2025-09-05 14:51:07,96,37.7,11079,0
T0063,2025-09-06 15:27:13,96,38.0,6877,0
T0063,2025-09-03 06:03:04,75,36.1,12357,1
T0063,2025-09-03 08:23:26,74,37.1,3314,0
T0063,2025-09-05 23:28:00,95,38.2,2741,1
T0063,2025-09-05 23:44:55,61,37.7,8113,0
T0063,2025-09-04 10:46:51,69,38.3,11119,0
T0063,2025-09-07 13:55:26,71,38.5,14916,0
T0063,2025-09-02 21:25:12,118,38.5,14207,0
T0063,2025-09-06 05:49:05,69,38.6,10936,0
T0063,2025-09-06 03:56:07,92,37.9,6886,0
T0063,2025-09-01 08:09:24,79,38.9,1268,0
T0063,2025-09-02 08:06:47,98,36.5,4073,0
T0063,2025-09-04 23:17:58,74,38.0,8065,0
T0063,2025-09-07 04:37:30,69,36.8,5939,1
T0063,2025-09-04 08:33:50,61,38.0,8439,0
T0049,2025-09-03 01:04:37,104,37.4,2529,0
T0049,2025-09-04 16:59:55,96,38.3,6951,0
T0049,2025-09-01 18:15:14,85,36.5,6245,0
T0049,2025-09-02 06:27:41,117,36.9,14724,0
T0049,2025-09-03 14:46:38,120,38.3,5879,0
T0049,2025-09-03 00:55:14,114,37.2,1939,0
T0049,2025-09-01 07:15:39,91,37.6,11791,0
T0049,2025-09-05 22:55:11,107,38.5,11354,0
T0049,2025-09-01 14:44:22,107,36.7,14905,0
T0049,2025-09-03 22:35:38,97,38.7,10142,0
T0049,2025-09-03 09:37:53,70,37.6,8127,0
T0049,2025-09-05 10:27:42,110,38.1,9342,0
T0049,2025-09-03 15:22:49,92,36.2,6485,0
T0049,2025-09-04 17:31:58,81,38.7,8786,0
T0049,2025-09-05 18:24:25,63,38.6,9573,0
T0049,2025-09-02 01:29:03,84,36.5,14295,1
T0049,2025-09-04 06:52:30,78,36.1,2669,0
T0049,2025-09-04 13:37:31,101,37.3,10093,0
T0049,2025-09-02 04:31:25,61,37.6,8582,0
T0049,2025-09-04 04:48:45,120,37.5,14093,0
T0062,2025-09-06 10:23:57,63,36.5,5607,0
T0062,2025-09-03 05:00:12,117,38.1,2261,0
T0062,2025-09-04 06:34:35,73,37.9,10337,1
T0062,2025-09-01 17:44:57,102,38.4,2607,0
T0062,2025-09-07 05:02:46,108,38.5,11348,0
T0062,2025-09-06 06:47:29,84,38.7,8915,0
T0062,2025-09-04 07:57:53,109,36.9,6275,1
T0062,2025-09-07 20:49:48,65,37.2,5251,1
T0062,2025-09-06 12:33:37,108,37.8,12298,0
T0062,2025-09-07 05:05:12,81,36.1,12258,0
T0062,2025-09-07 19:02:36,96,37.3,7717,0
T0062,2025-09-01 11:56:27,64,38.8,2369,1
T0062,2025-09-02 02:36:58,106,37.8,13728,1
T0062,2025-09-02 18:32:10,99,37.1,2877,0
T0062,2025-09-07 08:03:06,100,38.9,8376,0
T0062,2025-09-03 03:22:05,115,37.2,4225,0
T0062,2025-09-06 07:17:25,79,37.6,12432,0
T0062,2025-09-03 05:45:18,87,37.7,11587,0
T0062,2025-09-02 01:45:54,67,38.7,13877,0
T0062,2025-09-01 17:21:12,103,37.1,7391,0
T0193,2025-09-01 10:07:42,99,36.9,2035,1
T0193,2025-09-05 04:00:54,64,37.1,13906,0
T0193,2025-09-02 13:07:35,95,37.8,13627,1
T0193,2025-09-05 03:44:10,92,38.2,14711,0
T0193,2025-09-03 14:44:09,61,36.6,13094,0
T0193,2025-09-01 02:20:02,99,37.0,8464,0
T0193,2025-09-02 05:27:22,89,37.2,14373,0
T0193,2025-09-06 00:18:51,114,38.0,2719,0
T0193,2025-09-01 15:33:10,99,36.7,3281,0
T0193,2025-09-01 11:06:21,76,36.3,13260,0
T0193,2025-09-04 14:02:40,83,38.7,8670,0
T0193,2025-09-04 11:48:08,84,37.1,5349,0
T0193,2025-09-02 16:03:30,88,37.9,12644,0
T0193,2025-09-03 14:11:40,66,37.3,6948,0
T0193,2025-09-01 16:18:37,87,36.1,8574,0
T0193,2025-09-03 09:17:34,103,37.7,11049,0
T0193,2025-09-04 08:55:33,83,37.4,10823,1
T0193,2025-09-03 15:40:04,98,37.9,8237,0
T0193,2025-09-05 20:51:16,72,37.8,11903,0
T0193,2025-09-04 08:26:55,100,38.0,2464,0
T0117,2025-09-04 23:15:23,90,36.6,8193,0
T0117,2025-09-05 09:07:45,94,36.6,13123,0
T0117,2025-09-07 11:30:43,63,38.7,3408,1
T0117,2025-09-05 14:56:39,93,36.7,2375,0
T0117,2025-09-01 01:55:40,96,36.4,9350,1
T0117,2025-09-02 08:27:29,105,38.3,1393,1
T0117,2025-09-07 04:35:06,102,36.3,2507,0
T0117,2025-09-05 01:27:16,61,38.7,8821,0
T0117,2025-09-01 16:36:49,89,37.2,1265,0
T0117,2025-09-03 14:19:01,78,38.0,7594,0
T0117,2025-09-06 19:01:48,76,36.7,3310,0
T0117,2025-09-02 02:17:27,82,38.0,1182,0
T0117,2025-09-05 21:12:50,83,37.7,11113,0
T0117,2025-09-02 06:40:46,83,38.6,8271,0
T0117,2025-09-07 20:16:35,85,38.4,5564,1
T0117,2025-09-02 07:16:22,86,36.6,5363,0
T0117,2025-09-07 00:17:26,104,38.3,8488,0
T0117,2025-09-05 22:28:24,93,38.0,11092,0
T0117,2025-09-07 08:53:21,64,37.7,7954,0
T0117,2025-09-02 07:41:32,105,36.5,4157,0
T0094,2025-09-06 23:04:15,68,38.6,7351,1
T0094,2025-09-01 12:25:21,81,37.5,13442,0
T0094,2025-09-06 02:12:25,118,36.1,8969,1
T0094,2025-09-03 08:25:58,104,37.3,10054,1
T0094,2025-09-05 08:14:00,77,37.8,5157,0
T0094,2025-09-06 13:33:03,87,37.2,7841,1
T0094,2025-09-02 22:54:13,83,36.5,3083,0
T0094,2025-09-01 12:39:36,74,38.3,2042,0
T0094,2025-09-07 11:03:16,105,38.5,10919,0
T0094,2025-09-04 09:35:18,61,36.5,8903,0
T0094,2025-09-06 15:33:17,85,38.2,9440,0
T0094,2025-09-06 10:46:41,103,38.3,1125,0
T0094,2025-09-06 12:44:10,84,36.6,4603,0
T0094,2025-09-04 07:24:39,102,38.4,12290,0
T0094,2025-09-05 02:25:45,112,37.9,1950,1
T0094,2025-09-07 04:06:48,118,38.7,7323,0
T0094,2025-09-02 18:49:18,75,36.4,9838,1
T0094,2025-09-03 05:02:29,103,37.7,9778,0
T0094,2025-09-02 21:59:50,101,37.8,5574,0
T0094,2025-09-02 12:26:59,66,38.9,14194,0
T0179,2025-09-03 07:12:10,72,37.8,11997,0
T0179,2025-09-03 01:33:40,84,37.5,8055,0
T0179,2025-09-01 05:30:59,85,38.8,11739,1
T0179,2025-09-05 23:35:16,118,38.1,2408,0
T0179,2025-09-01 09:40:14,99,38.7,8859,0
T0179,2025-09-02 07:04:12,99,36.2,1425,0
T0179,2025-09-05 09:29:10,71,37.1,6396,0
T0179,2025-09-02 19:26:29,86,36.7,3344,0
T0179,2025-09-07 19:59:31,115,37.4,14533,0
T0179,2025-09-04 21:52:36,87,38.1,11148,1
T0179,2025-09-03 01:57:47,100,38.3,13667,0
T0179,2025-09-06 11:04:05,118,38.9,10326,0
T0179,2025-09-06 10:51:50,94,36.9,2359,0
T0179,2025-09-02 21:45:27,91,39.0,13369,1
T0179,2025-09-07 17:45:06,112,38.4,12453,0
T0179,2025-09-04 09:08:02,75,36.4,9901,0
T0179,2025-09-02 05:14:12,70,37.6,8419,1
T0179,2025-09-04 03:11:16,75,38.7,2461,0
T0179,2025-09-06 15:26:10,66,36.6,9187,1
T0179,2025-09-02 22:28:27,87,38.7,12012,1
T0052,2025-09-01 12:37:22,119,36.6,2437,0
T0052,2025-09-07 14:16:11,73,36.5,14306,0
T0052,2025-09-06 23:41:44,66,37.1,11561,1
T0052,2025-09-02 16:34:10,116,36.3,6427,1
T0052,2025-09-07 18:30:03,70,38.4,5450,0
T0052,2025-09-01 05:57:52,63,36.5,5647,0
T0052,2025-09-06 10:59:34,66,36.5,11397,0
T0052,2025-09-03 04:46:09,102,37.9,13150,1
T0052,2025-09-06 13:49:23,99,38.6,1885,0
T0052,2025-09-04 23:15:14,101,38.2,3177,0
T0052,2025-09-05 01:18:40,101,36.1,3989,1
T0052,2025-09-04 23:37:30,92,38.8,1893,0
T0052,2025-09-01 21:52:23,84,38.2,10276,0
T0052,2025-09-01 21:20:16,83,37.9,14637,0
T0052,2025-09-07 14:19:08,79,38.5,2311,1
T0052,2025-09-03 21:40:26,113,36.8,6425,0
T0052,2025-09-05 23:01:49,82,37.8,14339,0
T0052,2025-09-02 13:46:31,92,38.5,6201,0
T0052,2025-09-07 00:10:58,98,38.2,11352,0
T0052,2025-09-05 11:21:18,105,38.4,11160,0
T0036,2025-09-05 17:52:42,65,38.2,12145,0
T0036,2025-09-06 06:19:09,89,37.1,7987,1
T0036,2025-09-05 01:28:38,80,38.5,7885,1
T0036,2025-09-06 11:10:01,114,38.9,3182,1
T0036,2025-09-05 04:49:12,94,37.8,1352,0
T0036,2025-09-06 21:10:29,76,36.4,8447,0
T0036,2025-09-02 12:06:45,112,37.9,9009,0
T0036,2025-09-07 19:43:13,116,36.7,10776,0
T0036,2025-09-06 08:13:43,94,38.1,3472,0
T0036,2025-09-03 10:53:04,63,37.7,7425,0
T0036,2025-09-03 05:24:14,93,37.6,1011,1
T0036,2025-09-06 13:48:00,92,36.4,4124,1
T0036,2025-09-05 14:07:16,75,37.9,14773,0
T0036,2025-09-07 19:45:52,85,37.7,4116,1
T0036,2025-09-04 07:36:07,81,37.1,1839,1
T0036,2025-09-07 01:46:13,61,37.8,5971,1
T0036,2025-09-01 02:30:46,117,36.6,2104,0
T0036,2025-09-06 23:27:45,61,39.0,12465,1
T0036,2025-09-01 10:02:39,72,36.6,8918,0
T0036,2025-09-04 09:36:41,74,38.8,13561,0
T0124,2025-09-06 10:17:23,108,38.2,14742,0
T0124,2025-09-07 04:52:39,120,38.4,13941,1
T0124,2025-09-06 07:40:58,63,36.6,2218,1
T0124,2025-09-05 19:23:10,114,36.3,11864,0
T0124,2025-09-04 09:10:23,60,37.4,10141,0
T0124,2025-09-04 21:10:57,94,37.3,1314,0
T0124,2025-09-07 13:14:45,114,37.9,6089,0
T0124,2025-09-04 21:58:12,60,36.5,3734,0
T0124,2025-09-05 13:15:01,97,36.5,13542,0
T0124,2025-09-02 14:12:59,86,38.6,2394,0
T0124,2025-09-02 22:16:23,108,37.4,7533,0
T0124,2025-09-04 23:49:21,61,36.3,14718,0
T0124,2025-09-01 10:58:46,101,37.2,5734,0
T0124,2025-09-05 06:36:20,87,36.6,7709,0
T0124,2025-09-04 12:22:15,105,37.2,4209,0
T0124,2025-09-04 07:43:42,74,37.8,6873,1
T0124,2025-09-03 13:34:16,91,36.0,9259,0
T0124,2025-09-03 10:19:35,99,38.9,14048,1
T0124,2025-09-06 02:52:00,86,36.6,5273,0
T0124,2025-09-05 02:33:43,82,38.7,9777,0
T0148,2025-09-06 02:54:30,120,36.1,2169,0
T0148,2025-09-02 05:37:44,75,38.7,10927,0
T0148,2025-09-03 06:36:02,75,36.7,8523,0
T0148,2025-09-03 22:56:31,71,36.6,5290,1
T0148,2025-09-02 21:55:26,114,38.3,11503,0
T0148,2025-09-05 12:25:39,76,37.3,6852,0
T0148,2025-09-01 12:23:06,82,38.0,9983,0
T0148,2025-09-02 10:46:46,78,38.2,12632,0
T0148,2025-09-05 18:12:19,65,37.5,1820,0
T0148,2025-09-06 17:06:43,104,36.5,2083,0
T0148,2025-09-02 12:49:16,106,37.0,12639,1
T0148,2025-09-04 02:23:11,90,37.6,10814,0
T0148,2025-09-07 20:52:16,73,38.8,5596,0
T0148,2025-09-07 11:50:40,61,38.2,2042,0
T0148,2025-09-05 06:30:48,71,36.0,13694,0
T0148,2025-09-05 10:18:14,76,37.6,1510,1
T0148,2025-09-01 06:05:11,92,38.2,1108,1
T0148,2025-09-04 21:50:49,117,37.6,4653,0
T0148,2025-09-01 18:53:41,103,36.9,2320,1
T0148,2025-09-07 01:29:33,82,38.7,7532,1
T0059,2025-09-01 17:08:05,65,36.2,9924,0
T0059,2025-09-04 18:38:27,91,37.6,1805,0
T0059,2025-09-04 11:37:01,119,38.3,3326,0
T0059,2025-09-01 17:07:18,101,37.6,1892,0
T0059,2025-09-03 06:59:41,95,36.7,1561,0
T0059,2025-09-01 08:11:52,95,38.5,3394,0
T0059,2025-09-05 08:14:13,66,37.9,3967,0
T0059,2025-09-06 17:30:21,78,36.1,12058,1
T0059,2025-09-06 17:19:52,88,37.4,4762,0
T0059,2025-09-03 00:01:16,70,37.3,4698,1
T0059,2025-09-01 18:28:39,114,37.9,4323,1
T0059,2025-09-06 05:22:15,61,37.1,6857,1
T0059,2025-09-04 13:23:28,105,38.8,4073,0
T0059,2025-09-01 17:37:01,65,36.0,14280,0
T0059,2025-09-02 16:53:12,71,38.4,8440,0
T0059,2025-09-02 01:37:01,100,38.1,4808,0
T0059,2025-09-05 00:47:16,104,37.6,10022,1
T0059,2025-09-06 16:47:11,76,37.4,7318,1
T0059,2025-09-03 20:32:18,77,37.3,5432,1
T0059,2025-09-02 00:09:55,73,37.2,7149,1
T0127,2025-09-06 06:12:27,74,36.7,10016,0
T0127,2025-09-03 07:33:26,78,36.6,5870,1
T0127,2025-09-02 16:27:18,89,37.1,9517,0
T0127,2025-09-03 08:21:10,84,36.5,8557,0
T0127,2025-09-05 19:44:27,82,37.5,12559,1
T0127,2025-09-05 16:08:00,66,38.6,14257,0
T0127,2025-09-05 14:57:23,109,37.6,6698,1
T0127,2025-09-04 01:23:48,92,37.4,6676,1
T0127,2025-09-05 13:01:53,85,37.9,2225,0
T0127,2025-09-05 05:41:29,82,38.7,1807,0
T0127,2025-09-04 17:25:50,69,37.0,12183,0
T0127,2025-09-02 07:43:16,90,38.7,8742,1
T0127,2025-09-04 00:43:16,69,37.3,14860,0
T0127,2025-09-06 12:13:54,64,36.7,1134,1
T0127,2025-09-07 15:06:58,78,36.5,6850,0
T0127,2025-09-02 06:28:12,65,38.4,6113,1
T0127,2025-09-07 13:00:13,97,38.0,3067,0
T0127,2025-09-04 19:11:12,67,36.2,1386,0
T0127,2025-09-06 05:40:30,93,38.4,5040,0
T0127,2025-09-05 21:40:37,120,37.4,12377,0
T0019,2025-09-04 01:49:24,69,38.9,9630,0
T0019,2025-09-07 00:30:54,71,36.4,5894,0
T0019,2025-09-07 00:43:21,86,38.0,10525,1
T0019,2025-09-06 15:15:14,111,36.5,12266,1
T0019,2025-09-02 11:47:39,82,36.4,2815,0
T0019,2025-09-04 19:35:22,112,37.0,10564,1
T0019,2025-09-07 08:04:05,100,37.8,11345,0
T0019,2025-09-05 00:40:04,64,37.7,5336,1
T0019,2025-09-07 21:51:26,90,37.7,2229,1
T0019,2025-09-07 14:50:56,118,38.3,8067,1
T0019,2025-09-01 06:03:57,117,37.2,12774,0
T0019,2025-09-03 06:34:33,99,37.5,13633,0
T0019,2025-09-03 05:33:58,69,37.5,2500,0
T0019,2025-09-05 12:16:15,107,38.1,8478,0
T0019,2025-09-05 19:09:07,97,37.0,8668,0
T0019,2025-09-03 15:57:26,92,39.0,11564,1
T0019,2025-09-06 22:31:27,66,37.3,13690,0
T0019,2025-09-01 20:01:14,70,36.2,6703,0
T0019,2025-09-01 04:14:16,66,38.8,2009,0
T0019,2025-09-01 05:59:51,104,39.0,7783,0
T0126,2025-09-01 05:09:02,110,36.3,13172,0
T0126,2025-09-06 12:42:10,71,38.2,9449,0
T0126,2025-09-06 13:41:00,107,37.5,3443,0
T0126,2025-09-07 09:40:51,105,37.0,13588,0
T0126,2025-09-01 17:49:37,83,37.4,1721,0
T0126,2025-09-03 02:35:17,103,36.4,4486,1
T0126,2025-09-03 15:41:55,66,36.6,4855,1
T0126,2025-09-06 21:47:15,114,37.5,13575,0
T0126,2025-09-01 09:11:07,100,37.4,8670,0
T0126,2025-09-06 23:46:50,97,37.6,12720,0
T0126,2025-09-02 22:17:38,81,38.4,3873,0
T0126,2025-09-03 15:04:59,85,36.7,1974,0
T0126,2025-09-07 18:08:49,68,38.6,14881,0
T0126,2025-09-02 15:20:50,114,38.0,7016,0
T0126,2025-09-06 14:36:57,66,36.4,10094,0
T0126,2025-09-03 00:03:11,103,38.0,7584,0
T0126,2025-09-04 02:06:07,79,38.9,14208,0
T0126,2025-09-06 00:43:19,85,36.6,1728,0
T0126,2025-09-05 02:50:56,95,36.1,8974,0
T0126,2025-09-06 21:20:54,79,37.8,7367,0
T0008,2025-09-01 23:39:49,115,36.3,1049,0
T0008,2025-09-06 11:13:27,74,37.1,4725,0
T0008,2025-09-07 20:37:35,119,36.8,2344,0
T0008,2025-09-02 01:15:47,66,38.0,11355,0
T0008,2025-09-03 10:55:05,90,36.2,9934,1
T0008,2025-09-06 07:34:06,63,38.4,4242,0
T0008,2025-09-02 12:13:43,102,38.5,4720,0
T0008,2025-09-07 00:14:39,72,36.5,1202,1
T0008,2025-09-05 22:17:59,98,36.4,14889,0
T0008,2025-09-05 00:17:06,104,36.0,11987,0
T0008,2025-09-02 09:07:16,82,36.8,4123,1
T0008,2025-09-05 13:12:18,97,38.3,14007,0
T0008,2025-09-03 13:17:42,65,38.8,1496,0
